row_id,text,label,source,original_label
1975,i have an error trying to correct my address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
96,I watn help purchasing a product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
199,i want assistance to see the options for shipment,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
3244,how do I check what hours customer service available is?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
113,I have to add an item to purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
2540,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",SPAM,UCI SMS Spam Collection,spam
3046,wanna contact an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
474,I'm calling to see the shipment methods,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
1141,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",SPAM,UCI SMS Spam Collection,spam
3419,ETA of oorder,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
856,can uhelp me to cancel purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
908,can you tell me who else is on my account,UNKNOWN,CLINC OOS Dataset (train),oos
1787,i dont know how i can talk to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2572,"I am very unsatisfied with your work, make a fucking claim",FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
2561,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,SPAM,UCI SMS Spam Collection,spam
150,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,SPAM,UCI SMS Spam Collection,spam
1635,"I have got to correct the data on my account, help me",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
2477,I need assistance contacting an goddamn assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
788,can uhelp me speak tyo somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2596,I want assitsance contacting somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
973,can you identify between poisonous and nonpoisonous mushroom,UNKNOWN,CLINC OOS Dataset (train),oos
3376,I have to see in which cases can I request a refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
170,I am trying to see your allowed payment methods,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
1734,i have got to inform of issues with payments,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
3002,ya have a free of charge customer support number,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1868,need help shopping a few of ur item,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2903,how do you make sure a bridge doesn't fall down,UNKNOWN,CLINC OOS Dataset (test),oos
522,uhave a free number to speak to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3158,create a pamphlet on albert einsteins childhood,UNKNOWN,CLINC OOS Dataset (test),oos
750,can uhelp me looking for the bills from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
840,I don't know how I can speak wih customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2694,could you tell me at what time I can reach customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2779,I want assistance to change the address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
585,please find today's most read stories from the new york times todayi,UNKNOWN,CLINC OOS Dataset (test),oos
3111,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,SPAM,UCI SMS Spam Collection,spam
1885,I need help talking with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2745,"I have to speak to customer support, how can I do it?",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2354,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,SPAM,UCI SMS Spam Collection,spam
1609,speak to assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2047,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",SPAM,UCI SMS Spam Collection,spam
326,I need to see the current status of my refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
2409,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,SPAM,UCI SMS Spam Collection,spam
416,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",SPAM,UCI SMS Spam Collection,spam
2311,"I want to order a few of your product, can I get some help?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1813,where was john denver born,UNKNOWN,CLINC OOS Dataset (train),oos
1676,how do i check what hours i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3255,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,SPAM,UCI SMS Spam Collection,spam
1525,i do not know how to speak with someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
471,show me the top 10 quotes by mark twain,UNKNOWN,CLINC OOS Dataset (test),oos
1041,what were some of ben franklin's notable accomplishments,UNKNOWN,CLINC OOS Dataset (train),oos
804,can I speak with a person ?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1425,need assistance creating a freemium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
508,i cant retrieve my pass,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
1854,Ringtone Club: Gr8 new polys direct to your mobile every week !,SPAM,UCI SMS Spam Collection,spam
3240,is there an e-mail to submit some feedback for a product,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
397,speaking with assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
545,i need help to look for the bill #12588,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
454,assistance informing of an issue with registrations,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
653,need assistance with opening a account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
565,modify order00004587345,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
78,help me canceling purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
2727,I need assistance checking when my item is going to arrive,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
2961,update inforemation on account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
3293,I have got to contact a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3341,I'm trying to recover the pwd of my use,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
3204,check at what time I can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2166,please book another boat for this weekends trip,UNKNOWN,CLINC OOS Dataset (test),oos
2480,when should you use a dry cleaner,UNKNOWN,CLINC OOS Dataset (test),oos
1837,help using the account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
1901,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,SPAM,UCI SMS Spam Collection,spam
1809,when was hulu created,UNKNOWN,CLINC OOS Dataset (train),oos
2380,create freemium account for wife,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1391,can I see at what time I can reach customer support ?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
988,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,SPAM,UCI SMS Spam Collection,spam
2818,I am trying to see the payment options,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
996,close platinum account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
1893,i dont know how i can see my bill from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
767,how do i change my flight,UNKNOWN,CLINC OOS Dataset (train),oos
749,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",SPAM,UCI SMS Spam Collection,spam
2096,I want help to order several of your item,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1883,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",SPAM,UCI SMS Spam Collection,spam
6,i want help chatting with a human gaent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1446,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,SPAM,UCI SMS Spam Collection,spam
882,where is the closest architecture college,UNKNOWN,CLINC OOS Dataset (test),oos
403,how to shop several of you article?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
3366,"I have got to talk to bloody customer support, I need help",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
615,can a samurai sword deflect a bullet,UNKNOWN,CLINC OOS Dataset (test),oos
1889,need help speaking with an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1755,help to speak with customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2763,how can i get information about my pro account deletion,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2081,what other personality type is most compatible with infjs,UNKNOWN,CLINC OOS Dataset (train),oos
1207,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",SPAM,UCI SMS Spam Collection,spam
1398,what do i need to do to buy a product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
99,is it possible to change order ?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
2613,restart my newspaper delivery for monday,UNKNOWN,CLINC OOS Dataset (test),oos
1656,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,SPAM,UCI SMS Spam Collection,spam
102,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",SPAM,UCI SMS Spam Collection,spam
3364,can uhelp me use the standard profile,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
142,i try to set up a shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
2233,assistance to submit a different shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
3197,help to see at what time customer support available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3317,watch the fbi,UNKNOWN,CLINC OOS Dataset (test),oos
2977,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",SPAM,UCI SMS Spam Collection,spam
2493,I want assistance checking the withdrawal penalties,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1900,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,SPAM,UCI SMS Spam Collection,spam
2851,can you tell me the latest georgia news,UNKNOWN,CLINC OOS Dataset (validation),oos
2799,I need to talk with bloody customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1769,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,SPAM,UCI SMS Spam Collection,spam
2489,what does my personality mean,UNKNOWN,CLINC OOS Dataset (train),oos
485,how do i turn up the resolution that i am taking pictures in on my camera phone,UNKNOWN,CLINC OOS Dataset (test),oos
2438,can uhelp me to talk to a person,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1440,speaking to human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1014,can you help me to talk to a human agent?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1348,can you give me instructions for tattoo aftercare,UNKNOWN,CLINC OOS Dataset (train),oos
1089,I want to unsubscribe to your company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
965,wanna know about cancel my company newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
2212,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,SPAM,UCI SMS Spam Collection,spam
301,i try to edit the data on my user account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
2382,"I need to see your money back policy, can you hep me?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
455,help to list the available payment modalities,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
3259,how to cancel the subscription to your corporate newsletter?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
827,transferring to operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3015,tell me where to send my resume in order to get a job at delta airlines,UNKNOWN,CLINC OOS Dataset (test),oos
2622,what trees change color in autumn,UNKNOWN,CLINC OOS Dataset (train),oos
1338,can you see a hdmi cord,UNKNOWN,CLINC OOS Dataset (test),oos
3275,"I never use my account, I don't know how I can close it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2345,I do not know what I have to do to reset my profile pwd,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
1810,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,SPAM,UCI SMS Spam Collection,spam
2675,I don't know what I have to do to talk to someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
601,I want to check what delivery methods are available,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
1191,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,SPAM,UCI SMS Spam Collection,spam
1223,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",SPAM,UCI SMS Spam Collection,spam
1946,i have to get my nivoice #85632 could ya help me,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
1928,can you give me some stress management tips,UNKNOWN,CLINC OOS Dataset (test),oos
857,what size wipers does this car take,UNKNOWN,CLINC OOS Dataset (train),oos
1070,I am trying to change user,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
847,fill out the paperwork for tonys new daycare center,UNKNOWN,CLINC OOS Dataset (test),oos
1742,can ya direct to me an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2917,sell three calls of of nvda,UNKNOWN,CLINC OOS Dataset (test),oos
2120,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,SPAM,UCI SMS Spam Collection,spam
1560,needx help to check the ETA of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2045,show me what hours I can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3306,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,SPAM,UCI SMS Spam Collection,spam
2137,wanna modify purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
1444,d uship to,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
141,I want to talk with an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
278,how to contact an assistant?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1369,I want to download my invoices from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
399,I have to open a premium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1638,give me information about the soviet union's participation in world war 2,UNKNOWN,CLINC OOS Dataset (train),oos
801,can I contact somebody?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3264,hgow can I inform of issues with payments?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
351,assistance checking the fucking early exit penalties,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1613,I do not know what I have to do to submit bloody feedback,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
2278,find available letter writing classes at the local community college,UNKNOWN,CLINC OOS Dataset (test),oos
3114,need help speaking with a operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2573,want help seeing how long refunds take,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
3120,i want help seeing purchase curtent status,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2724,what is the amount of blood needed to stay alive,UNKNOWN,CLINC OOS Dataset (test),oos
2217,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,SPAM,UCI SMS Spam Collection,spam
445,can you help me calling customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2468,why did negan return to his jail cell,UNKNOWN,CLINC OOS Dataset (test),oos
1615,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,SPAM,UCI SMS Spam Collection,spam
1869,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",SPAM,UCI SMS Spam Collection,spam
1230,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",SPAM,UCI SMS Spam Collection,spam
877,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,SPAM,UCI SMS Spam Collection,spam
1908,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,SPAM,UCI SMS Spam Collection,spam
2488,can you tell me some fake news,UNKNOWN,CLINC OOS Dataset (validation),oos
1331,how can i repair a broken watch,UNKNOWN,CLINC OOS Dataset (test),oos
2894,how can I check if there is anything new on the restitution?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
1115,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,SPAM,UCI SMS Spam Collection,spam
291,I can't check the ETA of the orfer,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2847,want help seeing the withdrawal charge,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
2991,how do I use the account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2952,what do mummies eat,UNKNOWN,CLINC OOS Dataset (test),oos
2401,i dont know how i can cancel order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
755,contact customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2556,when will the next boston marathon be,UNKNOWN,CLINC OOS Dataset (test),oos
2974,get me dwight howard shooting average,UNKNOWN,CLINC OOS Dataset (train),oos
2335,want help to speak to somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1477,will you tell me what hours I can contact customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1973,i missed a fucking product in purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
