row_id,text,label,source,original_label
2540,"urgent! your mobile no xxx won a , bonus caller prize on //! this is the nd attempt to reach you! call asap! boxnqp, ppm",SPAM,UCI SMS Spam Collection,spam
3046,wanna contact an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
474,i'm calling to see the shipment methods,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
1141,"new mobiles from , must go! txt: nokia to no: collect yours today!from only optout .gbp/mtmsg txtauction",SPAM,UCI SMS Spam Collection,spam
3419,eta of oorder,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
856,can uhelp me to cancel purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
908,can you tell me who else is on my account,UNKNOWN,CLINC OOS Dataset (train),oos
1787,i dont know how i can talk to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2572,"i am very unsatisfied with your work, make a fucking claim",FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
2561,summers finally here! fancy a chat or flirt with sexy singles in yr area? to get matched up just reply summer now. free join. optout txt stop help,SPAM,UCI SMS Spam Collection,spam
150,dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?,SPAM,UCI SMS Spam Collection,spam
1635,"i have got to correct the data on my account, help me",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
2477,i need assistance contacting an goddamn assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
788,can uhelp me speak tyo somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2596,i want assitsance contacting somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
973,can you identify between poisonous and nonpoisonous mushroom,UNKNOWN,CLINC OOS Dataset (train),oos
3376,i have to see in which cases can i request a refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
170,i am trying to see your allowed payment methods,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
1734,i have got to inform of issues with payments,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
3002,ya have a free of charge customer support number,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1868,need help shopping a few of ur item,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2903,how do you make sure a bridge doesn't fall down,UNKNOWN,CLINC OOS Dataset (test),oos
522,uhave a free number to speak to customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3158,create a pamphlet on albert einsteins childhood,UNKNOWN,CLINC OOS Dataset (test),oos
750,can uhelp me looking for the bills from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
840,i don't know how i can speak wih customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2694,could you tell me at what time i can reach customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2779,i want assistance to change the address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
585,please find today's most read stories from the new york times todayi,UNKNOWN,CLINC OOS Dataset (test),oos
3111,txt: call to no: claim your reward of hours talk time to use from your phone now! subscribegbp/mnth inc hrs stop?txtstop,SPAM,UCI SMS Spam Collection,spam
1885,i need help talking with a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2745,"i have to speak to customer support, how can i do it?",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2354,u have a secret admirer who is looking make contact with u-find out who they rreveal who thinks ur so special-call on -stopsms-,SPAM,UCI SMS Spam Collection,spam
1609,speak to assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2047,"thanks for your ringtone order, reference number x.your mobile will be charged .. should your tone not arrive please call customer services",SPAM,UCI SMS Spam Collection,spam
326,i need to see the current status of my refund,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
2409,refused a loan? secured or unsecured? can't get credit? call free now or text back 'help' we will!,SPAM,UCI SMS Spam Collection,spam
416,"rock yr chik. get 's of filthy films xxx pics on yr phone now. rply filth to . saristar ltd, e yt . p per days. stop cancel",SPAM,UCI SMS Spam Collection,spam
2311,"i want to order a few of your product, can i get some help?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1813,where was john denver born,UNKNOWN,CLINC OOS Dataset (train),oos
1676,how do i check what hours i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3255,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs winppmxage,SPAM,UCI SMS Spam Collection,spam
1525,i do not know how to speak with someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
471,show me the top quotes by mark twain,UNKNOWN,CLINC OOS Dataset (test),oos
1041,what were some of ben franklin's notable accomplishments,UNKNOWN,CLINC OOS Dataset (train),oos
804,can i speak with a person ?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1425,need assistance creating a freemium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
508,i cant retrieve my pass,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
1854,ringtone club: gr new polys direct to your mobile every week !,SPAM,UCI SMS Spam Collection,spam
3240,is there an e-mail to submit some feedback for a product,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
397,speaking with assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
545,i need help to look for the bill,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
454,assistance informing of an issue with registrations,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
653,need assistance with opening a account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
565,modify order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
78,help me canceling purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
2727,i need assistance checking when my item is going to arrive,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
2961,update inforemation on account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
3293,i have got to contact a human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3341,i'm trying to recover the pwd of my use,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
3204,check at what time i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2166,please book another boat for this weekends trip,UNKNOWN,CLINC OOS Dataset (test),oos
2480,when should you use a dry cleaner,UNKNOWN,CLINC OOS Dataset (test),oos
1837,help using the account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
1901,private! your account statement for shows un-redeemed s. i. m. points. call identifier code: expires //,SPAM,UCI SMS Spam Collection,spam
1809,when was hulu created,UNKNOWN,CLINC OOS Dataset (train),oos
2380,create freemium account for wife,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1391,can i see at what time i can reach customer support ?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
988,sms auction you have won a nokia i. this is what you get when you win our free auction. to take part send nokia to now. hg/suite/lands row/wjhl,SPAM,UCI SMS Spam Collection,spam
2818,i am trying to see the payment options,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
996,close platinum account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
1893,i dont know how i can see my bill from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
767,how do i change my flight,UNKNOWN,CLINC OOS Dataset (train),oos
749,"if you don't, your prize will go to another customer. tc at p/min polo ltd suite london wj hl please call back if busy",SPAM,UCI SMS Spam Collection,spam
2096,i want help to order several of your item,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1883,"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service",SPAM,UCI SMS Spam Collection,spam
6,i want help chatting with a human gaent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1446,new textbuddy chat horny guys in ur area just p free receive search postcode or at gaytextbuddy.com. txt one name to,SPAM,UCI SMS Spam Collection,spam
882,where is the closest architecture college,UNKNOWN,CLINC OOS Dataset (test),oos
403,how to shop several of you article?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
3366,"i have got to talk to bloody customer support, i need help",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
615,can a samurai sword deflect a bullet,UNKNOWN,CLINC OOS Dataset (test),oos
1889,need help speaking with an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1755,help to speak with customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2763,how can i get information about my pro account deletion,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2081,what other personality type is most compatible with infjs,UNKNOWN,CLINC OOS Dataset (train),oos
1207,"urgent! please call from your landline, your complimentary lux costa del sol holiday or cash await collection. ppm sae tcs james , ehrr",SPAM,UCI SMS Spam Collection,spam
1398,what do i need to do to buy a product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
99,is it possible to change order ?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
2613,restart my newspaper delivery for monday,UNKNOWN,CLINC OOS Dataset (test),oos
1656,<forwarded from >hi - this is your mailbox messaging sms alert. you have matches. please call back on to retrieve your messages and matches ccp/min,SPAM,UCI SMS Spam Collection,spam
102,"urgent! please call . your abta complimentary spanish holiday or , cash await collection sae tcs box po ez ppm",SPAM,UCI SMS Spam Collection,spam
3364,can uhelp me use the standard profile,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
142,i try to set up a shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
2233,assistance to submit a different shipping address,FAQ,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
3197,help to see at what time customer support available is,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3317,watch the fbi,UNKNOWN,CLINC OOS Dataset (test),oos
2977,"hi babe its jordan, how r u? im home from abroad and lonely, text me back if u wanna chat xxsp visionsms.com text stop to stopcost p",SPAM,UCI SMS Spam Collection,spam
2493,i want assistance checking the withdrawal penalties,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1900,ur tonexs subscription has been renewed and you have been charged .. you can choose more polys this month. billing msg,SPAM,UCI SMS Spam Collection,spam
2851,can you tell me the latest georgia news,UNKNOWN,CLINC OOS Dataset (validation),oos
2799,i need to talk with bloody customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1769,congratulations u can claim vip row a tickets c blu in concert in november or blu gift guaranteed call to claim tscs cost.max,SPAM,UCI SMS Spam Collection,spam
2489,what does my personality mean,UNKNOWN,CLINC OOS Dataset (train),oos
485,how do i turn up the resolution that i am taking pictures in on my camera phone,UNKNOWN,CLINC OOS Dataset (test),oos
2438,can uhelp me to talk to a person,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1440,speaking to human agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1014,can you help me to talk to a human agent?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1348,can you give me instructions for tattoo aftercare,UNKNOWN,CLINC OOS Dataset (train),oos
1089,i want to unsubscribe to your company newsletter,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
965,wanna know about cancel my company newsletter subscription,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
2212,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,SPAM,UCI SMS Spam Collection,spam
301,i try to edit the data on my user account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
2382,"i need to see your money back policy, can you hep me?",ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
455,help to list the available payment modalities,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
3259,how to cancel the subscription to your corporate newsletter?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
827,transferring to operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3015,tell me where to send my resume in order to get a job at delta airlines,UNKNOWN,CLINC OOS Dataset (test),oos
2622,what trees change color in autumn,UNKNOWN,CLINC OOS Dataset (train),oos
1338,can you see a hdmi cord,UNKNOWN,CLINC OOS Dataset (test),oos
3275,"i never use my account, i don't know how i can close it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
2345,i do not know what i have to do to reset my profile pwd,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
1810,yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to now! p/msg.,SPAM,UCI SMS Spam Collection,spam
2675,i don't know what i have to do to talk to someone,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
601,i want to check what delivery methods are available,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
1191,save money on wedding lingerie at choose from a superb selection with national delivery. brought to you by weddingfriend,SPAM,UCI SMS Spam Collection,spam
1223,"hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",SPAM,UCI SMS Spam Collection,spam
1946,i have to get my nivoice could ya help me,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
1928,can you give me some stress management tips,UNKNOWN,CLINC OOS Dataset (test),oos
857,what size wipers does this car take,UNKNOWN,CLINC OOS Dataset (train),oos
1070,i am trying to change user,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
847,fill out the paperwork for tonys new daycare center,UNKNOWN,CLINC OOS Dataset (test),oos
1742,can ya direct to me an agent,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2917,sell three calls of of nvda,UNKNOWN,CLINC OOS Dataset (test),oos
2120,private! your account statement for shows unredeemed bonus points. to claim call identifier code: expires,SPAM,UCI SMS Spam Collection,spam
1560,needx help to check the eta of purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2045,show me what hours i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
3306,free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit. this msg is free,SPAM,UCI SMS Spam Collection,spam
2137,wanna modify purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
1444,d uship to,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
141,i want to talk with an assistant,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
278,how to contact an assistant?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1369,i want to download my invoices from,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
399,i have to open a premium account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
1638,give me information about the soviet union's participation in world war,UNKNOWN,CLINC OOS Dataset (train),oos
801,can i contact somebody?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3264,hgow can i inform of issues with payments?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
351,assistance checking the fucking early exit penalties,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
1613,i do not know what i have to do to submit bloody feedback,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
2278,find available letter writing classes at the local community college,UNKNOWN,CLINC OOS Dataset (test),oos
3114,need help speaking with a operator,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2573,want help seeing how long refunds take,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
3120,i want help seeing purchase curtent status,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2724,what is the amount of blood needed to stay alive,UNKNOWN,CLINC OOS Dataset (test),oos
2217,p alfie moon's children in need song on ur mob. tell ur ms. txt tone charity to for nokias or poly charity for polys: zed profit charity.,SPAM,UCI SMS Spam Collection,spam
445,can you help me calling customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2468,why did negan return to his jail cell,UNKNOWN,CLINC OOS Dataset (test),oos
1615,customer loyalty offer:the new nokia mobile from only at txtauction! txt word: start to no: get yours now! tctxt tc p/mtmsg,SPAM,UCI SMS Spam Collection,spam
1869,"urgent! your mobile no was awarded a , bonus caller prize on //! this is our nd attempt to contact you! call -- boxqu",SPAM,UCI SMS Spam Collection,spam
1230,"think ur smart ? win this week in our weekly quiz, text play to now!tcs winnersclub po box , m uz. . gbp./week",SPAM,UCI SMS Spam Collection,spam
877,important information orange user xxxxxxx. today is your lucky day!find out why log onto there's a fantastic surprise awaiting you!,SPAM,UCI SMS Spam Collection,spam
1908,-pls stop bootydelious (/f) is inviting you to be her friend. reply yes- or no- see her: stop? send stop frnd to,SPAM,UCI SMS Spam Collection,spam
2488,can you tell me some fake news,UNKNOWN,CLINC OOS Dataset (validation),oos
1331,how can i repair a broken watch,UNKNOWN,CLINC OOS Dataset (test),oos
2894,how can i check if there is anything new on the restitution?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
1115,get a brand new mobile phone by being an agent of the mob! plus loads more goodies! for more info just text mat to .,SPAM,UCI SMS Spam Collection,spam
291,i can't check the eta of the orfer,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
2847,want help seeing the withdrawal charge,FAQ,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
2991,how do i use the account?,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2952,what do mummies eat,UNKNOWN,CLINC OOS Dataset (test),oos
2401,i dont know how i can cancel order,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
755,contact customer service,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2556,when will the next boston marathon be,UNKNOWN,CLINC OOS Dataset (test),oos
2974,get me dwight howard shooting average,UNKNOWN,CLINC OOS Dataset (train),oos
2335,want help to speak to somebody,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
1477,will you tell me what hours i can contact customer support?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1973,i missed a fucking product in purchase,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
3166,"i want to talk to customer assistance, will you help me?",HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
2117,please call immediately as there is an urgent message waiting for you,SPAM,UCI SMS Spam Collection,spam
666,help me lodge a customer reclamation against ur company,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
358,what supplies do i need to clean my car,UNKNOWN,CLINC OOS Dataset (test),oos
2171,help me checking what hours i can call customer support,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
1526,i want help to ask for a reimbursement of my money,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
357,what is one standard deviation,UNKNOWN,CLINC OOS Dataset (test),oos
2105,i expect a goddamn restitution of,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
2865,i don't know how i can switch to the account,FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
2648,how much candy have i consumed this week,UNKNOWN,CLINC OOS Dataset (test),oos
577,i do not know how to acquire a few of your product,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
2944,"someone stole my password, help retrieving it",FAQ,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
2168,how long until i get my money back,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
1870,is it possible to earn several products?,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
3200,"did you hear about the new ""divorce barbie""? it comes with all of ken's stuff!",SPAM,UCI SMS Spam Collection,spam
46,can you help me to see when my item is going to arrive?,FAQ,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
2925,i need assistance to earn na item,ACCOUNT_OPS,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
1332,your credits have been topped up for your renewal pin is tgxxrz,SPAM,UCI SMS Spam Collection,spam
2942,is it possible to speak to someone ?,HARD_QUESTION,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
2948,ya have an address to submit some feednack,FAQ,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
